DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;id;info;;
02/01/1910;72;3;road;;;;;;
02/01/1910;72;28;road;;;;;;
02/01/1910;72;29;road;;;;;;
02/01/1910;72;36;road;;;;;;
02/01/1910;72;37;road;;;;;;
02/01/1910;72;38;road;;;;;;
02/01/1910;72;39;road;;;;;;
02/01/1910;73;3;road;;;;;;
02/01/1910;73;29;road;;;;;;
02/01/1910;73;36;road;;;;;;
02/01/1910;74;3;road;;;;;;
02/01/1910;74;29;road;;;;;;
02/01/1910;74;30;road;;;;;;
02/01/1910;74;35;road;;;;;;
02/01/1910;74;36;road;;;;;;
02/01/1910;75;0;road;;;;;;
02/01/1910;75;1;road;;;;;;
02/01/1910;75;2;road;;;;;;
02/01/1910;75;3;road;;;;;;
02/01/1910;75;30;road;;;;;;
02/01/1910;75;35;road;;;;;;
02/01/1910;75;36;road;;;;;;
02/01/1910;76;3;road;;;;;;
02/01/1910;76;4;road;;;;;;
02/01/1910;76;8;road;;;;;;
02/01/1910;76;30;road;;;;;;
02/01/1910;76;31;road;;;;;;
02/01/1910;77;4;road;;;;;;
02/01/1910;77;8;road;;;;;;
02/01/1910;78;2;road;;;;;;
02/01/1910;78;3;road;;;;;;
02/01/1910;78;4;road;;;;;;
02/01/1910;78;5;road;;;;;;
02/01/1910;78;8;road;;;;;;
02/01/1910;79;1;road;;;;;;
02/01/1910;79;2;road;;;;;;
02/01/1910;79;5;road;;;;;;
02/01/1910;79;6;road;;;;;;
02/01/1910;79;7;road;;;;;;
02/01/1910;79;8;road;;;;;;
02/01/1910;80;6;road;;;;;;
02/01/1910;80;7;road;;;;;;
02/01/1910;81;7;road;;;;;;
02/01/1910;82;7;road;;;;;;
02/01/1910;83;7;road;;;;;;
02/01/1910;83;8;road;;;;;;
02/01/1910;84;8;road;;;;;;
02/01/1910;85;8;road;;;;;;
02/01/1910;86;8;road;;;;;;
02/01/1910;86;9;road;;;;;;
02/01/1910;87;9;road;;;;;;
02/01/1910;88;9;road;;;;;;
02/01/1910;5;34;road;;;;;;
02/01/1910;6;32;road;;;;;;
02/01/1910;6;33;road;;;;;;
02/01/1910;6;34;road;;;;;;
02/01/1910;7;30;road;;;;;;
02/01/1910;7;31;road;;;;;;
02/01/1910;7;32;road;;;;;;
02/01/1910;7;33;road;;;;;;
02/01/1910;56;18;road;;;;;;
02/01/1910;56;19;road;;;;;;
02/01/1910;57;17;road;;;;;;
02/01/1910;57;18;road;;;;;;
02/01/1910;58;16;road;;;;;;
02/01/1910;58;17;road;;;;;;
02/01/1910;59;15;road;;;;;;
02/01/1910;59;16;road;;;;;;
02/01/1910;60;14;road;;;;;;
02/01/1910;60;15;road;;;;;;
02/01/1910;61;14;road;;;;;;
02/01/1910;62;13;road;;;;;;
02/01/1910;62;14;road;;;;;;
02/01/1910;63;13;road;;;;;;
02/01/1910;64;12;road;;;;;;
02/01/1910;64;13;road;;;;;;
02/01/1910;65;12;road;;;;;;
02/01/1910;66;12;road;;;;;;
02/01/1910;67;11;road;;;;;;
02/01/1910;67;12;road;;;;;;
02/01/1910;68;11;road;;;;;;
02/01/1910;69;10;road;;;;;;
02/01/1910;69;11;road;;;;;;
02/01/1910;70;10;road;;;;;;
02/01/1910;71;10;road;;;;;;
02/01/1910;72;9;road;;;;;;
02/01/1910;72;10;road;;;;;;
02/01/1910;73;8;road;;;;;;
02/01/1910;73;9;road;;;;;;
02/01/1910;74;7;road;;;;;;
02/01/1910;74;8;road;;;;;;
02/01/1910;75;4;road;;;;;;
02/01/1910;75;5;road;;;;;;
02/01/1910;75;6;road;;;;;;
02/01/1910;75;7;road;;;;;;
02/01/1910;75;8;road;;;;;;
02/01/1910;11;3;river;Casamance;;279;;;JLF
02/01/1910;11;4;river;Casamance;;368;;;JLF
02/01/1910;12;4;river;Casamance;;369;;;JLF
02/01/1910;13;4;river;Casamance;;370;;;JLF
02/01/1910;13;5;river;Casamance;;459;;;JLF
02/01/1910;13;15;river;Gambia;;1349;;;JLF
02/01/1910;13;16;river;Gambia;;1438;;;JLF
02/01/1910;13;17;river;Gambia;;1527;;;JLF
02/01/1910;14;4;river;Casamance;;371;;;JLF
02/01/1910;14;5;river;Casamance;;460;;;JLF
02/01/1910;14;14;river;Gambia;;1261;;;JLF
02/01/1910;14;15;river;Gambia;;1350;;;JLF
02/01/1910;14;16;river;Gambia;;1439;;;JLF
02/01/1910;14;17;river;Gambia;;1528;;;JLF
02/01/1910;14;50;river;Senegal;;4465;;;JLF
02/01/1910;14;51;river;Senegal;;4554;;;JLF
02/01/1910;14;52;river;Senegal;;4643;;;JLF
02/01/1910;14;53;river;Senegal;;4732;;;JLF
02/01/1910;14;54;river;Senegal;;4821;;;JLF
02/01/1910;15;4;river;Casamance;;372;;;JLF
02/01/1910;15;14;river;Gambia;;1262;;;JLF
02/01/1910;15;15;river;Gambia;;1351;;;JLF
02/01/1910;15;54;river;Senegal;;4822;;;JLF
02/01/1910;15;55;river;Senegal;;4911;;;JLF
02/01/1910;15;56;river;Senegal;;5000;;;JLF
02/01/1910;16;3;river;Casamance;;284;;;JLF
02/01/1910;16;4;river;Casamance;;373;;;JLF
02/01/1910;16;14;river;Gambia;;1263;;;JLF
02/01/1910;16;56;river;Senegal;;5001;;;JLF
02/01/1910;16;57;river;Senegal;;5090;;;JLF
02/01/1910;17;4;river;Casamance;;374;;;JLF
02/01/1910;17;14;river;Gambia;;1264;;;JLF
02/01/1910;17;15;river;Gambia;;1353;;;JLF
02/01/1910;17;58;river;Senegal;;5180;;;JLF
02/01/1910;17;59;river;Senegal;;5269;;;JLF
02/01/1910;17;60;river;Senegal;;5358;;;JLF
02/01/1910;18;4;river;Casamance;;375;;;JLF
02/01/1910;18;14;river;Gambia;;1265;;;JLF
02/01/1910;18;15;river;Gambia;;1354;;;JLF
02/01/1910;18;60;river;Senegal;;5359;;;JLF
02/01/1910;19;4;river;Casamance;;376;;;JLF
02/01/1910;19;15;river;Gambia;;1355;;;JLF
02/01/1910;19;16;river;Gambia;;1444;;;JLF
02/01/1910;19;60;river;Senegal;;5360;;;JLF
02/01/1910;19;61;river;Senegal;;5449;;;JLF
02/01/1910;20;4;river;Casamance;;377;;;JLF
02/01/1910;20;16;river;Gambia;;1445;;;JLF
02/01/1910;20;60;river;Senegal;;5361;;;JLF
02/01/1910;20;61;river;Senegal;;5450;;;JLF
02/01/1910;21;4;river;Casamance;;378;;;JLF
02/01/1910;21;5;river;Casamance;;467;;;JLF
02/01/1910;21;16;river;Gambia;;1446;;;JLF
02/01/1910;21;60;river;Senegal;;5362;;;JLF
02/01/1910;22;4;river;Casamance;;379;;;JLF
02/01/1910;22;5;river;Casamance;;468;;;JLF
02/01/1910;22;16;river;Gambia;;1447;;;JLF
02/01/1910;22;60;river;Senegal;;5363;;;JLF
02/01/1910;23;4;river;Casamance;;380;;;JLF
02/01/1910;23;16;river;Gambia;;1448;;;JLF
02/01/1910;23;60;river;Senegal;;5364;;;JLF
02/01/1910;24;4;river;Casamance;;381;;;JLF
02/01/1910;24;16;river;Gambia;;1449;;;JLF
02/01/1910;24;60;river;Senegal;;5365;;;JLF
02/01/1910;25;4;river;Casamance;;382;;;JLF
02/01/1910;25;16;river;Gambia;;1450;;;JLF
02/01/1910;25;60;river;Senegal;;5366;;;JLF
02/01/1910;26;4;river;Casamance;;383;;;JLF
02/01/1910;26;16;river;Gambia;;1451;;;JLF
02/01/1910;26;17;river;Gambia;;1540;;;JLF
02/01/1910;26;60;river;Senegal;;5367;;;JLF
02/01/1910;27;3;river;Casamance;;295;;;JLF
02/01/1910;27;4;river;Casamance;;384;;;JLF
02/01/1910;27;16;river;Gambia;;1452;;;JLF
02/01/1910;27;17;river;Gambia;;1541;;;JLF
02/01/1910;27;60;river;Senegal;;5368;;;JLF
02/01/1910;28;4;river;Casamance;;385;;;JLF
02/01/1910;28;5;river;Casamance;;474;;;JLF
02/01/1910;28;6;river;Casamance;;563;;;JLF
02/01/1910;28;7;river;Casamance;;652;;;JLF
02/01/1910;28;17;river;Gambia;;1542;;;JLF
02/01/1910;28;60;river;Senegal;;5369;;;JLF
02/01/1910;29;7;river;Casamance;;653;;;JLF
02/01/1910;29;17;river;Gambia;;1543;;;JLF
02/01/1910;29;60;river;Senegal;;5370;20130603-Ajout fleuve à Dagana;;JLF
02/01/1910;29;61;river;Senegal;;5459;;;JLF
02/01/1910;30;7;river;Casamance;;654;;;JLF
02/01/1910;30;16;river;Gambia;;1455;;;JLF
02/01/1910;30;61;river;Senegal;;5460;;;JLF
02/01/1910;31;8;river;Casamance;;744;;;JLF
02/01/1910;31;16;river;Gambia;;1456;;;JLF
02/01/1910;31;17;river;Gambia;;1545;;;JLF
02/01/1910;31;18;river;Gambia;;1634;;;JLF
02/01/1910;31;19;river;Gambia;;1723;;;JLF
02/01/1910;31;20;river;Gambia;;1812;;;JLF
02/01/1910;31;61;river;Senegal;;5461;;;JLF
02/01/1910;32;7;river;Casamance;;656;;;JLF
02/01/1910;32;8;river;Casamance;;745;;;JLF
02/01/1910;32;17;river;Gambia;;1546;;;JLF
02/01/1910;32;19;river;Gambia;;1724;;;JLF
02/01/1910;32;20;river;Gambia;;1813;;;JLF
02/01/1910;32;61;river;Senegal;;5462;;;JLF
02/01/1910;33;7;river;Casamance;;657;;;JLF
02/01/1910;33;19;river;Gambia;;1725;;;JLF
02/01/1910;33;61;river;Senegal;;5463;;;JLF
02/01/1910;34;7;river;Casamance;;658;;;JLF
02/01/1910;34;20;river;Gambia;;1815;;;JLF
02/01/1910;34;61;river;Senegal;;5464;;;JLF
02/01/1910;34;62;river;Senegal;;5553;;;JLF
02/01/1910;35;7;river;Casamance;;659;;;JLF
02/01/1910;35;20;river;Gambia;;1816;;;JLF
02/01/1910;35;62;river;Senegal;;5554;;;JLF
02/01/1910;36;8;river;Casamance;;749;;;JLF
02/01/1910;36;18;river;Gambia;;1639;;;JLF
02/01/1910;36;19;river;Gambia;;1728;;;JLF
02/01/1910;36;20;river;Gambia;;1817;;;JLF
02/01/1910;36;62;river;Senegal;;5555;;;JLF
02/01/1910;37;8;river;Casamance;;750;;;JLF
02/01/1910;37;9;river;Casamance;;839;;;JLF
02/01/1910;37;18;river;Gambia;;1640;;;JLF
02/01/1910;37;19;river;Gambia;;1729;;;JLF
02/01/1910;37;20;river;Gambia;;1818;;;JLF
02/01/1910;37;62;river;Senegal;;5556;;;JLF
02/01/1910;38;9;river;Casamance;;840;;;JLF
02/01/1910;38;18;river;Gambia;;1641;;;JLF
02/01/1910;38;62;river;Senegal;;5557;;;JLF
02/01/1910;39;17;river;Gambia;;1553;;;JLF
02/01/1910;39;18;river;Gambia;;1642;;;JLF
02/01/1910;39;62;river;Senegal;;5558;;;JLF
02/01/1910;40;17;river;Gambia;;1554;;;JLF
02/01/1910;40;62;river;Senegal;;5559;;;JLF
02/01/1910;41;17;river;Gambia;;1555;;;JLF
02/01/1910;41;18;river;Gambia;;1644;;;JLF
02/01/1910;41;62;river;Senegal;;5560;;;JLF
02/01/1910;42;17;river;Gambia;;1556;;;JLF
02/01/1910;42;18;river;Gambia;;1645;;;JLF
02/01/1910;42;62;river;Senegal;;5561;;;JLF
02/01/1910;43;16;river;Gambia;;1468;;;JLF
02/01/1910;43;62;river;Senegal;;5562;;;JLF
02/01/1910;44;15;river;Gambia;;1380;;;JLF
02/01/1910;44;16;river;Gambia;;1469;;;JLF
02/01/1910;44;62;river;Senegal;;5563;;;JLF
02/01/1910;45;15;river;Gambia;;1381;;;JLF
02/01/1910;45;62;river;Senegal;;5564;;;JLF
02/01/1910;46;15;river;Gambia;;1382;;;JLF
02/01/1910;46;61;river;Senegal;;5476;;;JLF
02/01/1910;46;62;river;Senegal;;5565;;;JLF
02/01/1910;47;15;river;Gambia;;1383;;;JLF
02/01/1910;47;60;river;Senegal;;5388;;;JLF
02/01/1910;48;15;river;Gambia;;1384;;;JLF
02/01/1910;48;16;river;Gambia;;1473;;;JLF
02/01/1910;48;60;river;Senegal;;5389;;;JLF
02/01/1910;49;16;river;Gambia;;1474;;;JLF
02/01/1910;49;59;river;Senegal;;5301;;;JLF
02/01/1910;50;16;river;Gambia;;1475;;;JLF
02/01/1910;50;58;river;Senegal;;5213;;;JLF
02/01/1910;51;16;river;Gambia;;1476;;;JLF
02/01/1910;51;17;river;Gambia;;1565;;;JLF
02/01/1910;51;56;river;Senegal;;5036;;;JLF
02/01/1910;51;57;river;Senegal;;5125;;;JLF
02/01/1910;52;16;river;Gambia;;1477;;;JLF
02/01/1910;52;55;river;Senegal;;4948;;;JLF
02/01/1910;52;56;river;Senegal;;5037;;;JLF
02/01/1910;53;55;river;Senegal;;4949;;;JLF
02/01/1910;54;55;river;Senegal;;4950;;;JLF
02/01/1910;55;54;river;Senegal;;4862;;;JLF
02/01/1910;55;55;river;Senegal;;4951;;;JLF
02/01/1910;56;55;river;Senegal;;4952;;;JLF
02/01/1910;57;54;river;Senegal;;4864;;;JLF
02/01/1910;57;55;river;Senegal;;4953;;;JLF
02/01/1910;58;54;river;Senegal;;4865;;;JLF
02/01/1910;58;55;river;Senegal;;4954;;;JLF
02/01/1910;59;52;river;Senegal;;4688;;;JLF
02/01/1910;59;53;river;Senegal;;4777;;;JLF
02/01/1910;59;54;river;Senegal;;4866;;;JLF
02/01/1910;60;50;river;Senegal;;4511;;;JLF
02/01/1910;60;51;river;Senegal;;4600;;;JLF
02/01/1910;60;52;river;Senegal;;4689;;;JLF
02/01/1910;61;47;river;Senegal;;4245;;;JLF
02/01/1910;61;48;river;Senegal;;4334;;;JLF
02/01/1910;61;49;river;Senegal;;4423;;;JLF
02/01/1910;61;50;river;Senegal;;4512;;;JLF
02/01/1910;61;52;river;Senegal;;4690;;;JLF
02/01/1910;62;47;river;Senegal;;4246;;;JLF
02/01/1910;62;49;river;Senegal;;4424;;;JLF
02/01/1910;63;46;river;Senegal;;4158;;;JLF
02/01/1910;63;47;river;Senegal;;4247;;;JLF
02/01/1910;64;45;river;Senegal;;4070;;;JLF
02/01/1910;65;44;river;Senegal;;3982;;;JLF
02/01/1910;65;45;river;Senegal;;4071;;;JLF
02/01/1910;65;46;river;Senegal;;4160;;;JLF
02/01/1910;66;42;river;Senegal;;3805;JLF;;
02/01/1910;66;43;river;Senegal;;3894;JLF;;
02/01/1910;67;41;river;Senegal;;3717;JLF;;
02/01/1910;67;42;river;Senegal;;3806;JLF;;
02/01/1910;67;43;river;Senegal;;3895;JLF;;
02/01/1910;68;40;river;Senegal;;3629;JLF;;
02/01/1910;68;41;river;Senegal;;3718;JLF;;
02/01/1910;69;40;river;Senegal;;3630;JLF;;
02/01/1910;70;40;river;Senegal;;3631;JLF;;
02/01/1910;71;39;river;Senegal;;3543;JLF;;
02/01/1910;72;37;river;Senegal;;3366;JLF;;
02/01/1910;72;38;river;Senegal;;3455;JLF;;
02/01/1910;72;39;river;Senegal;;3544;JLF;;
02/01/1910;73;36;river;Senegal;;3278;JLF;;
02/01/1910;73;37;river;Senegal;;3367;JLF;;
02/01/1910;74;36;river;Senegal;;3279;JLF;;
02/01/1910;75;35;river;Senegal;;3191;JLF;;
02/01/1910;76;30;river;Senegal;;2747;JLF;;
02/01/1910;76;31;river;Senegal;;2836;JLF;;
02/01/1910;76;32;river;Senegal;;2925;JLF;;
02/01/1910;76;33;river;Senegal;;3014;JLF;;
02/01/1910;76;34;river;Senegal;;3103;JLF;;
02/01/1910;76;35;river;Senegal;;3192;JLF;;
02/01/1910;77;29;river;Senegal;;2659;JLF;;
02/01/1910;77;30;river;Senegal;;2748;JLF;;
02/01/1910;77;31;river;Senegal;;2837;JLF;;
02/01/1910;77;33;river;Senegal;;3015;JLF;;
02/01/1910;77;34;river;Senegal;;3104;JLF;;
02/01/1910;78;29;river;Senegal;;2660;JLF;;
02/01/1910;1;35;rail;;;3117;;;JLF
02/01/1910;2;35;rail;;;3118;;;JLF
02/01/1910;3;35;rail;;;3119;;;JLF
02/01/1910;4;34;rail;;;3031;;;JLF
02/01/1910;5;35;rail;;;3121;;;JLF
02/01/1910;6;35;rail;;;3122;;;JLF
02/01/1910;7;35;rail;;;3123;;;JLF
02/01/1910;8;35;rail;;;3124;;;JLF
02/01/1910;8;36;rail;;;3213;;;JLF
02/01/1910;9;35;rail;;;3125;;;JLF
02/01/1910;9;36;rail;;;3214;;;JLF
02/01/1910;9;37;rail;;;3303;;;JLF
02/01/1910;10;35;rail;;;3126;;;JLF
02/01/1910;10;38;rail;;;3393;;;JLF
02/01/1910;11;35;rail;;;3127;;;JLF
02/01/1910;11;38;rail;;;3394;;;JLF
02/01/1910;11;39;rail;;;3483;;;JLF
02/01/1910;12;34;rail;;;3039;;;JLF
02/01/1910;12;39;rail;;;3484;;;JLF
02/01/1910;12;40;rail;;;3573;;;JLF
02/01/1910;13;34;rail;;;3040;;;JLF
02/01/1910;13;40;rail;;;3574;;;JLF
02/01/1910;13;41;rail;;;3663;;;JLF
02/01/1910;14;34;rail;;;3041;;;JLF
02/01/1910;14;42;rail;;;3753;;;JLF
02/01/1910;14;43;rail;;;3842;;;JLF
02/01/1910;15;34;rail;;;3042;;;JLF
02/01/1910;15;43;rail;;;3843;;;JLF
02/01/1910;15;44;rail;;;3932;;;JLF
02/01/1910;15;52;rail;;;4644;;;JLF
02/01/1910;15;53;rail;;;4733;;;JLF
02/01/1910;16;34;rail;;;3043;;;JLF
02/01/1910;16;44;rail;;;3933;;;JLF
02/01/1910;16;45;rail;;;4022;;;JLF
02/01/1910;16;52;rail;;;4645;;;JLF
02/01/1910;17;34;rail;;;3044;;;JLF
02/01/1910;17;45;rail;;;4023;;;JLF
02/01/1910;17;46;rail;;;4112;;;JLF
02/01/1910;17;52;rail;;;4646;;;JLF
02/01/1910;18;34;rail;;;3045;;;JLF
02/01/1910;18;47;rail;;;4202;;;JLF
02/01/1910;18;48;rail;;;4291;;;JLF
02/01/1910;18;49;rail;;;4380;;;JLF
02/01/1910;18;50;rail;;;4469;;;JLF
02/01/1910;18;51;rail;;;4558;;;JLF
02/01/1910;18;52;rail;;;4647;;;JLF
02/01/1910;19;33;rail;;;2957;;;JLF
02/01/1910;19;34;rail;;;3046;;;JLF
02/01/1910;19;35;rail;;;3135;;;JLF
02/01/1910;19;48;rail;;;4292;;;JLF
02/01/1910;19;48;rail;;;4292;;;JLF
02/01/1910;19;49;rail;;;4381;;;JLF
02/01/1910;19;51;rail;;;4559;;;JLF
02/01/1910;20;32;rail;;;2869;;;JLF
02/01/1910;20;33;rail;;;2958;;;JLF
02/01/1910;20;35;rail;;;3136;;;JLF
02/01/1910;20;47;rail;;;4204;;;JLF
02/01/1910;21;29;rail;;;2603;;;JLF
02/01/1910;21;30;rail;;;2692;;;JLF
02/01/1910;21;31;rail;;;2781;;;JLF
02/01/1910;21;35;rail;;;3137;;;JLF
02/01/1910;21;47;rail;;;4205;;;JLF
02/01/1910;22;28;rail;;;2515;;;JLF
02/01/1910;22;36;rail;;;3227;;;JLF
02/01/1910;22;47;rail;;;4206;;;JLF
02/01/1910;23;27;rail;;;2427;;;JLF
02/01/1910;23;28;rail;;;2516;;;JLF
02/01/1910;23;36;rail;;;3228;;;JLF
02/01/1910;23;37;rail;;;3317;;;JLF
02/01/1910;23;47;rail;;;4207;;;JLF
02/01/1910;24;27;rail;;;2428;;;JLF
02/01/1910;24;37;rail;;;3318;;;JLF
02/01/1910;24;46;rail;;;4119;;;JLF
02/01/1910;25;26;rail;;;2340;;;JLF
02/01/1910;25;27;rail;;;2429;;;JLF
02/01/1910;25;46;rail;;;4120;;;JLF
02/01/1910;26;26;rail;;;2341;;;JLF
02/01/1910;26;45;rail;;;4032;;;JLF
02/01/1910;27;26;rail;;;2342;;;JLF
02/01/1910;27;45;rail;;;4033;;;JLF
02/01/1910;28;25;rail;;;2254;;;JLF
02/01/1910;28;26;rail;;;2343;;;JLF
02/01/1910;28;45;rail;;;4034;;;JLF
02/01/1910;29;25;rail;;;2255;;;JLF
02/01/1910;29;44;rail;;;3946;;;JLF
02/01/1910;30;25;rail;;;2256;;;JLF
02/01/1910;30;44;rail;;;3947;;;JLF
02/01/1910;31;25;rail;;;2257;;;JLF
02/01/1910;31;44;rail;;;3948;;;JLF
02/01/1910;32;25;rail;;;2258;;;JLF
02/01/1910;32;44;rail;;;3949;;;JLF
02/01/1910;33;25;rail;;;2259;;;JLF
02/01/1910;33;44;rail;;;3950;;;JLF
02/01/1910;34;25;rail;;;2260;;;JLF
02/01/1910;34;44;rail;;;3951;;;JLF
02/01/1910;35;24;rail;;;2172;;;JLF
02/01/1910;36;24;rail;;;2173;;;JLF
02/01/1910;37;24;rail;;;2174;;;JLF
02/01/1910;38;24;rail;;;2175;;;JLF
02/01/1910;39;24;rail;;;2176;;;JLF
02/01/1910;40;24;rail;;;2177;;;JLF
02/01/1910;41;24;rail;;;2178;;;JLF
02/01/1910;42;23;rail;;;2090;;;JLF
02/01/1910;43;23;rail;;;2091;;;JLF
02/01/1910;44;23;rail;;;2092;;;JLF
02/01/1910;45;23;rail;;;2093;;;JLF
02/01/1910;46;22;rail;;;2005;;;JLF
02/01/1910;47;22;rail;;;2006;;;JLF
02/01/1910;48;22;rail;;;2007;;;JLF
02/01/1910;49;22;rail;;;2008;;;JLF
02/01/1910;50;21;rail;;;1920;;;JLF
02/01/1910;51;21;rail;;;1921;;;JLF
02/01/1910;52;21;rail;;;1922;;;JLF
02/01/1910;53;20;rail;;;1834;;;JLF
02/01/1910;54;20;rail;;;1835;;;JLF
02/01/1910;55;21;rail;;;1925;;;JLF
02/01/1910;56;21;rail;;;1926;;;JLF
02/01/1910;57;22;rail;;;2016;;;JLF
02/01/1910;58;22;rail;;;2017;;;JLF
02/01/1910;58;23;rail;;;2106;;;JLF
02/01/1910;59;23;rail;;;2107;;;JLF
02/01/1910;60;24;rail;;;2197;;;JLF
02/01/1910;61;24;rail;;;2198;;;JLF
02/01/1910;62;24;rail;;;2199;;;JLF
02/01/1910;62;25;rail;;;2288;;;JLF
02/01/1910;63;25;rail;;;2289;;;JLF
02/01/1910;64;25;rail;;;2290;;;JLF
02/01/1910;65;25;rail;;;2291;;;JLF
02/01/1910;66;26;rail;;;2381;;;JLF
02/01/1910;67;26;rail;;;2382;JLF;;
02/01/1910;68;26;rail;;;2383;JLF;;
02/01/1910;69;26;rail;;;2384;JLF;;
02/01/1910;70;27;rail;;;2474;JLF;;
02/01/1910;71;28;rail;;;2564;JLF;;
02/01/1910;72;28;rail;;;2565;JLF;;
02/01/1910;73;29;rail;;;2655;JLF;;
02/01/1910;74;29;rail;;;2656;JLF;;
02/01/1910;75;30;rail;;;2746;JLF;;
02/01/1910;76;30;rail;;;2747;JLF;;
02/01/1910;76;31;rail;;;2836;JLF;;
02/01/1910;77;30;rail;;;2748;JLF;;
02/01/1910;77;31;rail;;;2837;JLF;;
02/01/1910;78;31;rail;;;2838;JLF;;
02/01/1910;79;31;rail;;;2839;JLF;;
02/01/1910;80;31;rail;;;2840;JLF;;
02/01/1910;81;31;rail;;;2841;JLF;;
02/01/1910;82;31;rail;;;2842;JLF;;
02/01/1910;83;31;rail;;;2843;JLF;;
02/01/1910;84;31;rail;;;2844;JLF;;
02/01/1910;85;31;rail;;;2845;JLF;;
02/01/1910;86;31;rail;;;2846;JLF;;
02/01/1910;87;31;rail;;;2847;JLF;;
03/01/1910;13;16;boat;1;;3027;Dakar, ref. Hazemann;;
03/01/1910;87;31;train;1;;3028;Dakar, ref. Hazemann;;
03/01/1910;3;35;truck;1;;3119;Rufisque (implantée 1885), ref. Hazemann;;
