"";"CELL_WIDTH_Ucm";"INIT_POP_SIZE";"NUMBER_OF_BURROW_SYSTEM";"MAX_AGE_Uday";"AGENT_PERCEPTION_RADIUS_UmeterByDay";"AGENT_SPEED_UmeterByDay";"REPRO_START_Umonth";"REPRO_END_Umonth";"MALE_SEXUAL_MATURITY_Uday";"FEMALE_SEXUAL_MATURITY_Uday";"GESTATION_LENGTH_Uday";"MATING_LATENCY_Uday";"LITTER_SIZE";"WEANING_AGE_Uday";"FEMALE_BURROW_SYSTEM_CARRYING_CAPACITY_MULTIPLIER"
"639";599;1400;70;480;60;1;5;11;90;32;40;11;9;23;4
"640";599;1400;70;480;60;1;5;11;90;32;40;11;9;23;1
"641";375;1700;70;300;60;13;1;8;25;44;16;11;9;35;1
"642";1047;1700;70;300;60;13;1;8;25;44;16;11;9;35;1
"643";1047;800;70;300;60;13;1;8;25;44;16;11;9;35;1
"644";1047;800;25;300;60;13;1;8;25;44;16;11;9;35;1
"645";1047;800;25;840;60;13;1;8;25;44;16;11;9;35;1
"646";1047;800;25;840;33;13;1;8;25;44;16;11;9;35;1
"647";1047;800;25;840;33;1;1;8;25;44;16;11;9;35;1
"648";1047;800;25;840;33;1;4;8;25;44;16;11;9;35;1
"649";1047;800;25;840;33;1;4;11;25;44;16;11;9;35;1
"650";1047;800;25;840;33;1;4;11;64;44;16;11;9;35;1
"651";1047;800;25;840;33;1;4;11;64;80;16;11;9;35;1
"652";1047;800;25;840;33;1;4;11;64;80;34;11;9;35;1
"653";1047;800;25;840;33;1;4;11;64;80;34;20;9;35;1
"654";1047;800;25;840;33;1;4;11;64;80;34;20;3;35;1
"655";1047;800;25;840;33;1;4;11;64;80;34;20;3;17;1
"656";1047;800;25;840;33;1;4;11;64;80;34;20;3;17;4
"657";599;800;70;1020;24;21;2;7;25;56;22;14;9;11;5
"658";1271;800;70;1020;24;21;2;7;25;56;22;14;9;11;5
"659";1271;1700;70;1020;24;21;2;7;25;56;22;14;9;11;5
"660";1271;1700;25;1020;24;21;2;7;25;56;22;14;9;11;5
"661";1271;1700;25;480;24;21;2;7;25;56;22;14;9;11;5
"662";1271;1700;25;480;51;21;2;7;25;56;22;14;9;11;5
"663";1271;1700;25;480;51;9;2;7;25;56;22;14;9;11;5
"664";1271;1700;25;480;51;9;5;7;25;56;22;14;9;11;5
"665";1271;1700;25;480;51;9;5;10;25;56;22;14;9;11;5
"666";1271;1700;25;480;51;9;5;10;64;56;22;14;9;11;5
"667";1271;1700;25;480;51;9;5;10;64;20;22;14;9;11;5
"668";1271;1700;25;480;51;9;5;10;64;20;40;14;9;11;5
"669";1271;1700;25;480;51;9;5;10;64;20;40;5;9;11;5
"670";1271;1700;25;480;51;9;5;10;64;20;40;5;3;11;5
"671";1271;1700;25;480;51;9;5;10;64;20;40;5;3;29;5
"672";1271;1700;25;480;51;9;5;10;64;20;40;5;3;29;2
"673";1495;800;100;300;60;21;2;11;90;20;40;20;5;11;4
"674";823;800;100;300;60;21;2;11;90;20;40;20;5;11;4
"675";823;1700;100;300;60;21;2;11;90;20;40;20;5;11;4
"676";823;1700;55;300;60;21;2;11;90;20;40;20;5;11;4
"677";823;1700;55;840;60;21;2;11;90;20;40;20;5;11;4
"678";823;1700;55;840;33;21;2;11;90;20;40;20;5;11;4
"679";823;1700;55;840;33;9;2;11;90;20;40;20;5;11;4
"680";823;1700;55;840;33;9;5;11;90;20;40;20;5;11;4
"681";823;1700;55;840;33;9;5;8;90;20;40;20;5;11;4
"682";823;1700;55;840;33;9;5;8;51;20;40;20;5;11;4
"683";823;1700;55;840;33;9;5;8;51;56;40;20;5;11;4
"684";823;1700;55;840;33;9;5;8;51;56;22;20;5;11;4
"685";823;1700;55;840;33;9;5;8;51;56;22;11;5;11;4
"686";823;1700;55;840;33;9;5;8;51;56;22;11;11;11;4
"687";823;1700;55;840;33;9;5;8;51;56;22;11;11;29;4
"688";823;1700;55;840;33;9;5;8;51;56;22;11;11;29;1
"689";1495;800;25;480;42;1;6;11;25;56;40;14;1;5;5
"690";823;800;25;480;42;1;6;11;25;56;40;14;1;5;5
"691";823;1700;25;480;42;1;6;11;25;56;40;14;1;5;5
"692";823;1700;70;480;42;1;6;11;25;56;40;14;1;5;5
"693";823;1700;70;1020;42;1;6;11;25;56;40;14;1;5;5
"694";823;1700;70;1020;15;1;6;11;25;56;40;14;1;5;5
"695";823;1700;70;1020;15;13;6;11;25;56;40;14;1;5;5
"696";823;1700;70;1020;15;13;3;11;25;56;40;14;1;5;5
"697";823;1700;70;1020;15;13;3;8;25;56;40;14;1;5;5
"698";823;1700;70;1020;15;13;3;8;64;56;40;14;1;5;5
"699";823;1700;70;1020;15;13;3;8;64;20;40;14;1;5;5
"700";823;1700;70;1020;15;13;3;8;64;20;22;14;1;5;5
"701";823;1700;70;1020;15;13;3;8;64;20;22;5;1;5;5
"702";823;1700;70;1020;15;13;3;8;64;20;22;5;7;5;5
"703";823;1700;70;1020;15;13;3;8;64;20;22;5;7;23;5
"704";823;1700;70;1020;15;13;3;8;64;20;22;5;7;23;2
"705";1047;1400;100;1200;24;13;4;11;38;68;22;8;11;35;5
"706";375;1400;100;1200;24;13;4;11;38;68;22;8;11;35;5
"707";375;500;100;1200;24;13;4;11;38;68;22;8;11;35;5
"708";375;500;55;1200;24;13;4;11;38;68;22;8;11;35;5
"709";375;500;55;660;24;13;4;11;38;68;22;8;11;35;5
"710";375;500;55;660;51;13;4;11;38;68;22;8;11;35;5
"711";375;500;55;660;51;1;4;11;38;68;22;8;11;35;5
"712";375;500;55;660;51;1;1;11;38;68;22;8;11;35;5
"713";375;500;55;660;51;1;1;8;38;68;22;8;11;35;5
"714";375;500;55;660;51;1;1;8;77;68;22;8;11;35;5
"715";375;500;55;660;51;1;1;8;77;32;22;8;11;35;5
"716";375;500;55;660;51;1;1;8;77;32;40;8;11;35;5
"717";375;500;55;660;51;1;1;8;77;32;40;17;11;35;5
"718";375;500;55;660;51;1;1;8;77;32;40;17;5;35;5
"719";375;500;55;660;51;1;1;8;77;32;40;17;5;17;5
"720";375;500;55;660;51;1;1;8;77;32;40;17;5;17;2
"721";823;1100;100;840;15;13;1;8;51;56;40;11;11;35;1
"722";1495;1100;100;840;15;13;1;8;51;56;40;11;11;35;1
"723";1495;2000;100;840;15;13;1;8;51;56;40;11;11;35;1
"724";1495;2000;55;840;15;13;1;8;51;56;40;11;11;35;1
"725";1495;2000;55;300;15;13;1;8;51;56;40;11;11;35;1
"726";1495;2000;55;300;42;13;1;8;51;56;40;11;11;35;1
"727";1495;2000;55;300;42;1;1;8;51;56;40;11;11;35;1
"728";1495;2000;55;300;42;1;4;8;51;56;40;11;11;35;1
"729";1495;2000;55;300;42;1;4;11;51;56;40;11;11;35;1
"730";1495;2000;55;300;42;1;4;11;90;56;40;11;11;35;1
"731";1495;2000;55;300;42;1;4;11;90;20;40;11;11;35;1
"732";1495;2000;55;300;42;1;4;11;90;20;22;11;11;35;1
"733";1495;2000;55;300;42;1;4;11;90;20;22;20;11;35;1
"734";1495;2000;55;300;42;1;4;11;90;20;22;20;5;35;1
"735";1495;2000;55;300;42;1;4;11;90;20;22;20;5;17;1
"736";1495;2000;55;300;42;1;4;11;90;20;22;20;5;17;4
"737";823;1700;85;480;24;17;4;7;38;56;28;8;1;23;3
"738";1495;1700;85;480;24;17;4;7;38;56;28;8;1;23;3
"739";1495;800;85;480;24;17;4;7;38;56;28;8;1;23;3
"740";1495;800;40;480;24;17;4;7;38;56;28;8;1;23;3
"741";1495;800;40;1020;24;17;4;7;38;56;28;8;1;23;3
"742";1495;800;40;1020;51;17;4;7;38;56;28;8;1;23;3
"743";1495;800;40;1020;51;5;4;7;38;56;28;8;1;23;3
"744";1495;800;40;1020;51;5;1;7;38;56;28;8;1;23;3
"745";1495;800;40;1020;51;5;1;10;38;56;28;8;1;23;3
"746";1495;800;40;1020;51;5;1;10;77;56;28;8;1;23;3
"747";1495;800;40;1020;51;5;1;10;77;20;28;8;1;23;3
"748";1495;800;40;1020;51;5;1;10;77;20;10;8;1;23;3
"749";1495;800;40;1020;51;5;1;10;77;20;10;17;1;23;3
"750";1495;800;40;1020;51;5;1;10;77;20;10;17;7;23;3
"751";1495;800;40;1020;51;5;1;10;77;20;10;17;7;5;3
"752";1495;800;40;1020;51;5;1;10;77;20;10;17;7;5;6
"753";1047;1700;55;1020;33;9;6;8;51;56;22;11;3;23;6
"754";375;1700;55;1020;33;9;6;8;51;56;22;11;3;23;6
"755";375;800;55;1020;33;9;6;8;51;56;22;11;3;23;6
"756";375;800;100;1020;33;9;6;8;51;56;22;11;3;23;6
"757";375;800;100;480;33;9;6;8;51;56;22;11;3;23;6
"758";375;800;100;480;60;9;6;8;51;56;22;11;3;23;6
"759";375;800;100;480;60;21;6;8;51;56;22;11;3;23;6
"760";375;800;100;480;60;21;3;8;51;56;22;11;3;23;6
"761";375;800;100;480;60;21;3;11;51;56;22;11;3;23;6
"762";375;800;100;480;60;21;3;11;90;56;22;11;3;23;6
"763";375;800;100;480;60;21;3;11;90;20;22;11;3;23;6
"764";375;800;100;480;60;21;3;11;90;20;40;11;3;23;6
"765";375;800;100;480;60;21;3;11;90;20;40;20;3;23;6
"766";375;800;100;480;60;21;3;11;90;20;40;20;9;23;6
"767";375;800;100;480;60;21;3;11;90;20;40;20;9;5;6
"768";375;800;100;480;60;21;3;11;90;20;40;20;9;5;3
"769";823;500;55;1200;24;1;5;10;90;68;22;11;9;35;3
"770";1495;500;55;1200;24;1;5;10;90;68;22;11;9;35;3
"771";1495;1400;55;1200;24;1;5;10;90;68;22;11;9;35;3
"772";1495;1400;100;1200;24;1;5;10;90;68;22;11;9;35;3
"773";1495;1400;100;660;24;1;5;10;90;68;22;11;9;35;3
"774";1495;1400;100;660;51;1;5;10;90;68;22;11;9;35;3
"775";1495;1400;100;660;51;13;5;10;90;68;22;11;9;35;3
"776";1495;1400;100;660;51;13;2;10;90;68;22;11;9;35;3
"777";1495;1400;100;660;51;13;2;7;90;68;22;11;9;35;3
"778";1495;1400;100;660;51;13;2;7;51;68;22;11;9;35;3
"779";1495;1400;100;660;51;13;2;7;51;32;22;11;9;35;3
"780";1495;1400;100;660;51;13;2;7;51;32;40;11;9;35;3
"781";1495;1400;100;660;51;13;2;7;51;32;40;20;9;35;3
"782";1495;1400;100;660;51;13;2;7;51;32;40;20;3;35;3
"783";1495;1400;100;660;51;13;2;7;51;32;40;20;3;17;3
"784";1495;1400;100;660;51;13;2;7;51;32;40;20;3;17;6
"785";599;1100;70;840;60;13;2;8;64;80;10;5;11;5;3
"786";1271;1100;70;840;60;13;2;8;64;80;10;5;11;5;3
"787";1271;2000;70;840;60;13;2;8;64;80;10;5;11;5;3
"788";1271;2000;25;840;60;13;2;8;64;80;10;5;11;5;3
"789";1271;2000;25;300;60;13;2;8;64;80;10;5;11;5;3
"790";1271;2000;25;300;33;13;2;8;64;80;10;5;11;5;3
"791";1271;2000;25;300;33;1;2;8;64;80;10;5;11;5;3
"792";1271;2000;25;300;33;1;5;8;64;80;10;5;11;5;3
"793";1271;2000;25;300;33;1;5;11;64;80;10;5;11;5;3
"794";1271;2000;25;300;33;1;5;11;25;80;10;5;11;5;3
"795";1271;2000;25;300;33;1;5;11;25;44;10;5;11;5;3
"796";1271;2000;25;300;33;1;5;11;25;44;28;5;11;5;3
"797";1271;2000;25;300;33;1;5;11;25;44;28;14;11;5;3
"798";1271;2000;25;300;33;1;5;11;25;44;28;14;5;5;3
"799";1271;2000;25;300;33;1;5;11;25;44;28;14;5;23;3
"800";1271;2000;25;300;33;1;5;11;25;44;28;14;5;23;6
"801";375;1700;25;480;51;1;3;9;64;56;28;5;9;17;3
"802";1047;1700;25;480;51;1;3;9;64;56;28;5;9;17;3
"803";1047;800;25;480;51;1;3;9;64;56;28;5;9;17;3
"804";1047;800;70;480;51;1;3;9;64;56;28;5;9;17;3
"805";1047;800;70;1020;51;1;3;9;64;56;28;5;9;17;3
"806";1047;800;70;1020;24;1;3;9;64;56;28;5;9;17;3
"807";1047;800;70;1020;24;13;3;9;64;56;28;5;9;17;3
"808";1047;800;70;1020;24;13;6;9;64;56;28;5;9;17;3
"809";1047;800;70;1020;24;13;6;6;64;56;28;5;9;17;3
"810";1047;800;70;1020;24;13;6;6;25;56;28;5;9;17;3
"811";1047;800;70;1020;24;13;6;6;25;20;28;5;9;17;3
"812";1047;800;70;1020;24;13;6;6;25;20;10;5;9;17;3
"813";1047;800;70;1020;24;13;6;6;25;20;10;14;9;17;3
"814";1047;800;70;1020;24;13;6;6;25;20;10;14;3;17;3
"815";1047;800;70;1020;24;13;6;6;25;20;10;14;3;35;3
"816";1047;800;70;1020;24;13;6;6;25;20;10;14;3;35;6
"817";1047;1700;40;480;24;17;3;8;64;20;34;11;7;23;1
"818";375;1700;40;480;24;17;3;8;64;20;34;11;7;23;1
"819";375;800;40;480;24;17;3;8;64;20;34;11;7;23;1
"820";375;800;85;480;24;17;3;8;64;20;34;11;7;23;1
"821";375;800;85;1020;24;17;3;8;64;20;34;11;7;23;1
"822";375;800;85;1020;51;17;3;8;64;20;34;11;7;23;1
"823";375;800;85;1020;51;5;3;8;64;20;34;11;7;23;1
"824";375;800;85;1020;51;5;6;8;64;20;34;11;7;23;1
"825";375;800;85;1020;51;5;6;11;64;20;34;11;7;23;1
"826";375;800;85;1020;51;5;6;11;25;20;34;11;7;23;1
"827";375;800;85;1020;51;5;6;11;25;56;34;11;7;23;1
"828";375;800;85;1020;51;5;6;11;25;56;16;11;7;23;1
"829";375;800;85;1020;51;5;6;11;25;56;16;20;7;23;1
"830";375;800;85;1020;51;5;6;11;25;56;16;20;1;23;1
"831";375;800;85;1020;51;5;6;11;25;56;16;20;1;5;1
"832";375;800;85;1020;51;5;6;11;25;56;16;20;1;5;4
"833";1495;2000;100;840;33;21;2;6;25;80;16;5;11;35;2
"834";823;2000;100;840;33;21;2;6;25;80;16;5;11;35;2
"835";823;1100;100;840;33;21;2;6;25;80;16;5;11;35;2
"836";823;1100;55;840;33;21;2;6;25;80;16;5;11;35;2
"837";823;1100;55;300;33;21;2;6;25;80;16;5;11;35;2
"838";823;1100;55;300;60;21;2;6;25;80;16;5;11;35;2
"839";823;1100;55;300;60;9;2;6;25;80;16;5;11;35;2
"840";823;1100;55;300;60;9;5;6;25;80;16;5;11;35;2
"841";823;1100;55;300;60;9;5;9;25;80;16;5;11;35;2
"842";823;1100;55;300;60;9;5;9;64;80;16;5;11;35;2
"843";823;1100;55;300;60;9;5;9;64;44;16;5;11;35;2
"844";823;1100;55;300;60;9;5;9;64;44;34;5;11;35;2
"845";823;1100;55;300;60;9;5;9;64;44;34;14;11;35;2
"846";823;1100;55;300;60;9;5;9;64;44;34;14;5;35;2
"847";823;1100;55;300;60;9;5;9;64;44;34;14;5;17;2
"848";823;1100;55;300;60;9;5;9;64;44;34;14;5;17;5
"849";823;1400;40;1200;33;17;1;10;64;80;40;17;11;5;5
"850";1495;1400;40;1200;33;17;1;10;64;80;40;17;11;5;5
"851";1495;500;40;1200;33;17;1;10;64;80;40;17;11;5;5
"852";1495;500;85;1200;33;17;1;10;64;80;40;17;11;5;5
"853";1495;500;85;660;33;17;1;10;64;80;40;17;11;5;5
"854";1495;500;85;660;60;17;1;10;64;80;40;17;11;5;5
"855";1495;500;85;660;60;5;1;10;64;80;40;17;11;5;5
"856";1495;500;85;660;60;5;4;10;64;80;40;17;11;5;5
"857";1495;500;85;660;60;5;4;7;64;80;40;17;11;5;5
"858";1495;500;85;660;60;5;4;7;25;80;40;17;11;5;5
"859";1495;500;85;660;60;5;4;7;25;44;40;17;11;5;5
"860";1495;500;85;660;60;5;4;7;25;44;22;17;11;5;5
"861";1495;500;85;660;60;5;4;7;25;44;22;8;11;5;5
"862";1495;500;85;660;60;5;4;7;25;44;22;8;5;5;5
"863";1495;500;85;660;60;5;4;7;25;44;22;8;5;23;5
"864";1495;500;85;660;60;5;4;7;25;44;22;8;5;23;2
"865";1271;500;25;300;24;5;3;6;51;20;34;5;3;23;5
"866";599;500;25;300;24;5;3;6;51;20;34;5;3;23;5
"867";599;1400;25;300;24;5;3;6;51;20;34;5;3;23;5
"868";599;1400;70;300;24;5;3;6;51;20;34;5;3;23;5
"869";599;1400;70;840;24;5;3;6;51;20;34;5;3;23;5
"870";599;1400;70;840;51;5;3;6;51;20;34;5;3;23;5
"871";599;1400;70;840;51;17;3;6;51;20;34;5;3;23;5
"872";599;1400;70;840;51;17;6;6;51;20;34;5;3;23;5
"873";599;1400;70;840;51;17;6;9;51;20;34;5;3;23;5
"874";599;1400;70;840;51;17;6;9;90;20;34;5;3;23;5
"875";599;1400;70;840;51;17;6;9;90;56;34;5;3;23;5
"876";599;1400;70;840;51;17;6;9;90;56;16;5;3;23;5
"877";599;1400;70;840;51;17;6;9;90;56;16;14;3;23;5
"878";599;1400;70;840;51;17;6;9;90;56;16;14;9;23;5
"879";599;1400;70;840;51;17;6;9;90;56;16;14;9;5;5
"880";599;1400;70;840;51;17;6;9;90;56;16;14;9;5;2
"881";599;800;70;300;60;5;3;7;90;80;34;17;1;17;2
"882";1271;800;70;300;60;5;3;7;90;80;34;17;1;17;2
"883";1271;1700;70;300;60;5;3;7;90;80;34;17;1;17;2
"884";1271;1700;25;300;60;5;3;7;90;80;34;17;1;17;2
"885";1271;1700;25;840;60;5;3;7;90;80;34;17;1;17;2
"886";1271;1700;25;840;33;5;3;7;90;80;34;17;1;17;2
"887";1271;1700;25;840;33;17;3;7;90;80;34;17;1;17;2
"888";1271;1700;25;840;33;17;6;7;90;80;34;17;1;17;2
"889";1271;1700;25;840;33;17;6;10;90;80;34;17;1;17;2
"890";1271;1700;25;840;33;17;6;10;51;80;34;17;1;17;2
"891";1271;1700;25;840;33;17;6;10;51;44;34;17;1;17;2
"892";1271;1700;25;840;33;17;6;10;51;44;16;17;1;17;2
"893";1271;1700;25;840;33;17;6;10;51;44;16;8;1;17;2
"894";1271;1700;25;840;33;17;6;10;51;44;16;8;7;17;2
"895";1271;1700;25;840;33;17;6;10;51;44;16;8;7;35;2
"896";1271;1700;25;840;33;17;6;10;51;44;16;8;7;35;5
"897";1495;1400;100;300;15;17;3;9;64;44;34;8;11;5;3
"898";823;1400;100;300;15;17;3;9;64;44;34;8;11;5;3
"899";823;500;100;300;15;17;3;9;64;44;34;8;11;5;3
"900";823;500;55;300;15;17;3;9;64;44;34;8;11;5;3
"901";823;500;55;840;15;17;3;9;64;44;34;8;11;5;3
"902";823;500;55;840;42;17;3;9;64;44;34;8;11;5;3
"903";823;500;55;840;42;5;3;9;64;44;34;8;11;5;3
"904";823;500;55;840;42;5;6;9;64;44;34;8;11;5;3
"905";823;500;55;840;42;5;6;6;64;44;34;8;11;5;3
"906";823;500;55;840;42;5;6;6;25;44;34;8;11;5;3
"907";823;500;55;840;42;5;6;6;25;80;34;8;11;5;3
"908";823;500;55;840;42;5;6;6;25;80;16;8;11;5;3
"909";823;500;55;840;42;5;6;6;25;80;16;17;11;5;3
"910";823;500;55;840;42;5;6;6;25;80;16;17;5;5;3
"911";823;500;55;840;42;5;6;6;25;80;16;17;5;23;3
"912";823;500;55;840;42;5;6;6;25;80;16;17;5;23;6
"913";599;500;40;480;51;1;5;10;38;80;34;17;5;5;3
"914";1271;500;40;480;51;1;5;10;38;80;34;17;5;5;3
"915";1271;1400;40;480;51;1;5;10;38;80;34;17;5;5;3
"916";1271;1400;85;480;51;1;5;10;38;80;34;17;5;5;3
"917";1271;1400;85;1020;51;1;5;10;38;80;34;17;5;5;3
"918";1271;1400;85;1020;24;1;5;10;38;80;34;17;5;5;3
"919";1271;1400;85;1020;24;13;5;10;38;80;34;17;5;5;3
"920";1271;1400;85;1020;24;13;2;10;38;80;34;17;5;5;3
"921";1271;1400;85;1020;24;13;2;7;38;80;34;17;5;5;3
"922";1271;1400;85;1020;24;13;2;7;77;80;34;17;5;5;3
"923";1271;1400;85;1020;24;13;2;7;77;44;34;17;5;5;3
"924";1271;1400;85;1020;24;13;2;7;77;44;16;17;5;5;3
"925";1271;1400;85;1020;24;13;2;7;77;44;16;8;5;5;3
"926";1271;1400;85;1020;24;13;2;7;77;44;16;8;11;5;3
"927";1271;1400;85;1020;24;13;2;7;77;44;16;8;11;23;3
"928";1271;1400;85;1020;24;13;2;7;77;44;16;8;11;23;6
"929";1271;800;100;480;33;1;4;8;51;80;28;8;7;5;5
"930";599;800;100;480;33;1;4;8;51;80;28;8;7;5;5
"931";599;1700;100;480;33;1;4;8;51;80;28;8;7;5;5
"932";599;1700;55;480;33;1;4;8;51;80;28;8;7;5;5
"933";599;1700;55;1020;33;1;4;8;51;80;28;8;7;5;5
"934";599;1700;55;1020;60;1;4;8;51;80;28;8;7;5;5
"935";599;1700;55;1020;60;13;4;8;51;80;28;8;7;5;5
"936";599;1700;55;1020;60;13;1;8;51;80;28;8;7;5;5
"937";599;1700;55;1020;60;13;1;11;51;80;28;8;7;5;5
"938";599;1700;55;1020;60;13;1;11;90;80;28;8;7;5;5
"939";599;1700;55;1020;60;13;1;11;90;44;28;8;7;5;5
"940";599;1700;55;1020;60;13;1;11;90;44;10;8;7;5;5
"941";599;1700;55;1020;60;13;1;11;90;44;10;17;7;5;5
"942";599;1700;55;1020;60;13;1;11;90;44;10;17;1;5;5
"943";599;1700;55;1020;60;13;1;11;90;44;10;17;1;23;5
"944";599;1700;55;1020;60;13;1;11;90;44;10;17;1;23;2
"945";823;800;70;480;42;1;5;9;77;32;34;5;1;23;1
"946";1495;800;70;480;42;1;5;9;77;32;34;5;1;23;1
"947";1495;1700;70;480;42;1;5;9;77;32;34;5;1;23;1
"948";1495;1700;25;480;42;1;5;9;77;32;34;5;1;23;1
"949";1495;1700;25;1020;42;1;5;9;77;32;34;5;1;23;1
"950";1495;1700;25;1020;15;1;5;9;77;32;34;5;1;23;1
"951";1495;1700;25;1020;15;13;5;9;77;32;34;5;1;23;1
"952";1495;1700;25;1020;15;13;2;9;77;32;34;5;1;23;1
"953";1495;1700;25;1020;15;13;2;6;77;32;34;5;1;23;1
"954";1495;1700;25;1020;15;13;2;6;38;32;34;5;1;23;1
"955";1495;1700;25;1020;15;13;2;6;38;68;34;5;1;23;1
"956";1495;1700;25;1020;15;13;2;6;38;68;16;5;1;23;1
"957";1495;1700;25;1020;15;13;2;6;38;68;16;14;1;23;1
"958";1495;1700;25;1020;15;13;2;6;38;68;16;14;7;23;1
"959";1495;1700;25;1020;15;13;2;6;38;68;16;14;7;5;1
"960";1495;1700;25;1020;15;13;2;6;38;68;16;14;7;5;4
